Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dao; Large elemental; neutral evil; 18; natural; 187; 15d10+105; 30 ft., burrow 30 ft., fly 30 ft.; 23; 12; 24; 12; 13; 14; Int +5, Wis +5, Cha +6; ; ; ; petrified; darkvision 120ft., PP11; Terran; 11; 7200; ; Multiattack. The dao makes two fist attacks or two maul<br>attacks.<br><br>Fist. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 15 (2d8 + 6) bludgeoning damage.<br><br>Maul. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. Hit: 20 (4d6 + 6) bludgeoning damage. If the target is a Huge or smaller creature, it must succeed on a DC 18 Strength check or be knocked prone.; ; Earth Glide. The dao can burrow through nonmagical,<br>unworked earth and stone. While doing so, the dao oesn't disturb the material it moves through.<br><br>Elemental Demise. If the dao dies, its body disintegrates into crystalline powder, leaving behind only equipment the dao was wearing or carrying.<br><br>Innate Spellcasting. The dao's innate spellcasting ability is Charisma (spell save DC 14, +6 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect evil and good, detect magic, stone shape<br>3/day each: passwall, move earth, tongues<br>1/day each: conjure elemental (earth elemental only), gaseous form, invisibility, phantasmal killer, plane shift, wall of stone<br><br>Sure-Footed. The dao has advantage on Strength and Dexterity saving throws made against effects that would knock it prone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darkmantle; Small monstrosity; unaligned; 11; ; 22; 5d6+5; 10ft., fly 30ft.; 16; 12; 13; 2; 10; 5; ; Stealth +3; ; ; ; blindsight 60ft., passive Perception 10; --; 1/2; 100; ; Crush. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (ld6 + 3) bludgeoning damage, and the dark mantle attaches to the target. If the target is Medium or smaller and the darkmantle has advantage on the attack roll, it attaches by engulfing the target's head, and the target is also blinded and unable to breathe while the darkmantle is attached in this way. While attached to the target, the darkmantle can attack no other creature except the target but has advantage on its attack rolls. The darkmantle's speed also becomes 0, it can't benefit<br>from any bonus to its speed, and it moves with the ta rget.<br>A creature can detach the darkmantle by making a successful DC 13 Strength check as an action. On its turn, the dark mantle can detach itselffrom the target by using 5 feet of movement.<br><br>Darkness Aura (1/Day). A 15-foot radius of magical darkness extends out from the darkmantle, moves with it, and spreads around corners. The darkness lasts as long as the dark mantle maintains concentration, up to 10 min utes (as if concentrating on a spell). Darkvision can't penetrate this darkness , and no natural light can illuminate it. If any of the darkness overlaps with an area of light created by a spell of 2nd level or lower, the spell creating the light is dispelled.; ; Echolocation. The darkmantle can't use its blindsight<br>whi le deafened.<br><br>False Appearance. While the darkmantle remains motionless, it is indistinguishable from a cave formation such as a stalactite or stalagmite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Gnome (Svirfneblin); Small humanoid (gnome); neutral good; 15; chain shirt; 16; 3d6+6; 20 ft.; 15; 14; 14; 12; 10; 9; ; Investigation +3, Perception +2, Stealth +4; ; ; ; darkvision 120 ft., passive Perception 12; Gnomish, Terran, Undercommon; 1/2; 100; ; War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft. , one<br>target. Hit: 6 (1d8 + 2) piercing damage.<br><br>Poisoned Dart. Ranged Weapon Attack: +4 to hit, range 30/120ft ., one creature. Hit: 4 (1d4 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; Stone Camouflage. The gnome has advantage on Dexterity<br>(Stealth) checks made to hide in rocky terrain .<br><br>Gnome Cunning. The gnome has advantage on Intelligence,<br>Wisdom, and Charisma saving throws against magic.<br><br>Innate Spellcasting. The gnome's innate spellcasting ability is Intelligence (spell save DC 11). It can innately cast the following spells, requiring no material components:<br>At will: nondetection (self only)<br>1/day each: blindness/deafness, blur, disguise self,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer; Medium beast; unaligned; 13; ; 4; 1d8; 50 ft.; 11; 16; 11; 2; 14; 5; ; ; ; ; ; passive Perception 12; ; 0; 10; ; Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. <br>Hit: 2 (1d4) piercing damage.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Derro; Small Humanoid (derro); chaotic evil; 13; leather armor; 13; 3d6+3; 30 ft.; 9; 14; 12; 11; 5; 9; ; Stealth +4; ; ; ; darkvision 120 ft. passive Perception 7; Dwarfish, Undercommon; 1/4; 50; The derro are degenerate Underdark humanoids that resemble small dwarves. Cruel and insane, they take a delight in tormenting others--even their own kind.<br><br>Ferro have blue-gray skin and straight hair that is white or yellow in color. Their uniformly pale white eyes lack both irises and pupils.<br>; Hooked Shortspeak. Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit 1 (1d4-1) piercing damage. if the target is a creature, the derro can choose to deal no damage and try to trip the target instead, in which case the target must succeed on a DC 9 Strength saving throw or fall prone.<br><br>Light Repeating Crossbow. Ranged Weapon Attack: +4 to hit, range 40/160 ft., one target. Hit (1d8+2) piercing damage.; ; Insanity. The ferro has advantage on saving throws against being charmed or frightened.<br><br>Magic Resistance. The terror has advantage on saving throws against spells and other magical effects.<br><br>Sunlight Sensitivity. While in sunlight, the ferro has disadvantage on attack rolls, as well as on Wisdom(Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Displacer Beast; Large monstrosity; laweful evil;13; natural armor;85; 10d10 +30; 40ft;18;15;16;6;12;8; ; ; ; ; ; darkvision 60ft, PP 11; ;3;700; ; <b>Multiattack.</b> The displacer beast makes two attacks with its tentacles.<br><br><b>Tentacle.</b> <i>Melee Weapon Attack:</i> +6 to hit, reach 10ft, one target. <i>Hit</i> 7 (1d6 +4) bludgeoning damage plus 3 (1d6) piercing damage.; ; <b>Avoidance.</b> If the displacer beast is subjected to an effect that allows it to make a saving throw to take only half damage, it instead takes no damage if it succeeds on the saving throw, and only half damage if it fails.<br><br><b>Displacement.</b> The displacer beast projects a magical illusion that makes it appear to be standing near its actual location, causing attack rolls against it to have disadvantage. If it is hit by an attakc, this trait is disrupted until the end of its next turn. This trait is also dirupted while the displacer beast is incapacitaded or has a speed of 0.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doppelganger; Medium monstrosity (shapechanger); neutral; 14; ; 52; 8d8+16; 30 ft.; 11; 18; 14; 11; 12; 14; ; Deception +6, Insight +3; ; ; charmed; darkvision 60 ft., passive Perception 11; Common; 3; 700; ; Multiattack. The doppelganger makes two melee attacks.<br>Slam.Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <br>Hit:7 (1d6 + 4) bludgeoning damage.<br>Read Thoughts. The doppelganger magically reads the surface thoughts of one creature within 60 feet of it. The effect can penetrate barriers, but 3 feet of wood or dirt, 2 feet of stone, 2 inches of metal, or a thin sheet of lead blocks it. While the target is in range, the doppelganger can continue reading its thoughts, as long as the doppelganger's concentration isn't broken (as if concentrating on a spell). While reading the target's mind, the doppelganger has advantage on Wisdom (Insight) and Charisma (Deception, Intimidation, and Persuasion) checks against the target.<br>; ; Shapechanger.The doppelganger can use its action to polymorph into a Small or Medium humanoid it has seen, or back into its true form. Its statistics, other than its size, are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.<br>Ambusher. The doppelganger has advantage on attack rolls against any creature it has surprised.<br>Surprise Attack.If the doppelganger surprises a creature and hits it with an attack during the first round of combat, the target takes an extra 10 (3d6) damage from the attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonclaw; medium Humanois; neutral evil; 14; leather armor; 16; 3d8+3; 30 ft.; 9; 16; 13; 11; 10; 12; Wis +2; Deception +5, Stealth +5; ; ; ; passive Perception 10; Common, Draconic; 1; 200; ; Multiattack. The dragonclaw attacks twice with its scimitar.<br>Scimitar. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. <br>Hit:6 ( 1d6 + 3) slashing damage.; ; Dragon Fanatic.The dragonclaw has advantage on saving throws against being charmed or frightened. While the <br>dragonclaw can see a dragon or higher-ranking Cult of the Dragon cultist friendly to it, the dragonclaw ignores the effects of being charmed or frightened.<br>Fanatical Advantage. Once per turn, if the dragonclaw makes a weapon attack with advantage on the attack roll and hits, it deals an extra 7 (2d6) damage.<br>Pack Tactics.The dragonclaw has advantage on an attack roll against a creature if at least one of the Dragonclaw's allies is within 5 feet of the creature and the ally isn't incapacitated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dralmorrer Borngray; Medium Humanoid; neutral evil; 16; studded leather, Shield; 52; 7d10+14; 30 ft.; 18; 14; 14; 16; 10; 8; Str. +6, Con +4; Arcana +5, Deception +1, Insight +2, Perception +2, Religion +5; ; ; ; darkvision 60ft., passive Perception +12; Common, Bullywug, Draconic, Elvish, Goblin, Sylvan; 3; 700; ; Multiattack. Dralmorrer attacks twice, either with his longsword or dagger.<br>Longsword. Melee Weapon Attack:+6 to hit, reach 5 ft., one target. <br>Hit:8 ( 1d8 + 4) slashing damage.<br>Dagger. Melee or Ranged Weapon Attack:+6 to hit, reach 5 ft. or ranged 20 ft./60 ft., one target. <br>Hit:6 (1d4 + 4) piercing damage.; ; Fey Ancestry. Dralmorrer has advantage on saving throws against being charmed, and magic can't put him to sleep.<br>Spellcasting. Dralmorrer is a 7th-level spellcaster that uses Intelligence as his spellcasting ability (spell save DC 13, +5 <br>to hit with spell attacks). Dralmorrer has the following spells <br>prepared from the wizard spell list:<br>Cantrips (at will): fire bolt, prestidigitation, shocking grasp<br>1st level (4 slots): longstrider, magic missile, shield, thunderwave<br>2nd level (2 slots): magic weapon, misty step<br>War Magic.When Dralmorrer uses his action to cast a cantrip, he can also take a bonus action to make one weapon attack.<br>Weapon Bond. Provided his longsword is on the same plane, Dralmorrer can take a bonus action to teleport it to his hand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drow Elite Warrior; Medium humanoid (elf); neutral evil; 18; studded leather, shield; 71; ; 30 ft.; 13; 18; 14; 11; 13; 12; Dex +7, Con +5, Wis +4; Percept +4, Stealth +10; ; ; ; darkvision 120 ft., passive Perception 14; Elvish, Undercommon; 5; 1800; ; Multiattack. The drow makes two shortsword attacks. <br><br>Shortsword. Melee Weapon Attack: +7 to hit, reach 10ft., one target. Hit: 7 (ld6 + 4) piercing damage plus 10 (3d6) poison damage. <br><br>Hand Crossbow. Ranged Weapon Attack: +7 to hit, range 30/120 ft., one target. Hit: 7 (ld6 + 4) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake.<br><br>Parry. The drow adds 3 to its AC against one melee attack that would hit it. To do so, the drow must see the attacker and be wielding a melee weapon. ; ; Fey Ancestry. The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep. <br><br>Innate Spellcasting. The drew's spellcasting ability is Charisma (spell save DC 12). It can innately cast the <br>following spells, requiring no material components: <br><br>At will: dancing lights <br>1/day each: darkness ,faerie fire, levitate (self only) <br><br>Sunlight Sensitivity. While in sunlight, the drow has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drow; Medium humanoid (elf); neutral evil; 15; chain shirt; 13; 3d8; 30 ft.; 10; 14; 10; 11; 11; 12; ; Perception +2, Stealth +4; ; ; ; darkvision 120,passive perception 12; Elvish, Undercommon; 1/4; 50; ; Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (ld6 + 2) piercing damage.<br><br>Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120ft., one target. Hit: 5 (1 d6 + 2) piercing damage, and the target must succeed on a DC 13 Constitutio.n saving throw or be poisoned for 1 hour. If the saving throw fails by 5 or more, the target is also unconscious while poisoned in this way. The target wakes up if it takes damage or if another creature takes an action to shake it awake.; ; Fey Ancestry. The drow has advantage on saving throws against being charmed, and magic can't put the drow to sleep.<br>Innate Spellcasting. The drew's spellcasting ability is Charisma (spell save DC 11). It can innately cast the following spells, requiring no material components:<br>At will: dancing lights 1/day each: darkness,faerie fire<br>Sunlight Sensitivity. While in sunlight, the drow has<br>disadvantage on attack rolls, as well as on Wisdom<br>(Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duergar; medium humanoid (dwarf); lawful eveil; 16; scale mail, shield; 26; 4d8+8; 25 ft.; 14; 11; 14; 11; 10; 9; ; ; poison; ; ; darkvision 120,passive perception 10; Dwarfish, undercommon; 1; 200; ; Enlarge (Recharges after a Short or Long Rest). For 1 minute,the duergar magically increases in size, along with anything it is wearing or carrying. While enlarged, the duergar is Large, doubles its damage dice on Strength-based weapon attacks (included in the attacks), and makes Strength checks and Strength saving throws with advantage. If the duergar lacks the room to become Large, it attains the maximum size possible in the space available.<br><br>War Pick. Melee Weapon Attack: +4 to hit, reach 5 ft., one<br>target. Hit: 6 (1d8 + 2) piercing damage, or 11 (2d8 + 2)<br>piercing damage while enlarged.<br><br>javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage, or 9 (2d6 + 2) piercing damage while enlarged.<br><br>Invisibility (Recharges after a Short or Long Rest). The duergar magically turns invisible until it attacks, casts a spell, or uses its Enlarge, or until its concentration is broken, up to 1 hour (as if concentrating on a spell). Any equipment the duergar wears or carries is invisible with it .; ; Duergar Resilience. The duergar has advantage on saving<br>throws against poison, spells, and illusions, as well as to resist being charmed or paralyzed.<br><br>Sunlight Sensitivity. While in sunlight, the duergar has<br>disadvantage on attack rolls, as well as on Wisdom<br>(Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Elemental; Large elemental; neutral; 17; natural; 126; 12d10+60; 30 ft., burrow 30 ft.; 20; 8; 20; 5; 10; 5; ; ; bludgeoning, piercing and slashing from nonmagical weapons; poison; exhaustion, paralyzed, petrified, poisoned, unconscious; darkvision 60 ft., tremorsense 60 ft., PP10; Terran; 5; 1800; ; Multiattack. The elemental makes two slam attacks.<br><br>Slam. Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.; ;Damage Vulnerabilities: Thunder<br><br> Earth Glide. The elemental can burrow through nonmagical,<br>unworked earth and stone. While doing so, the elemental<br>doesn't disturb the material it moves through.<br><br>Siege Monster. The elemental deals double damage to objectsand structures.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efreeti; Large elemental; lawful evil; 17; natural; 200; 16d10+112; 40ft., fly 60 ft.; 22; 12; 24; 16; 15; 16; Int +7, Wis +6, Cha +7; ; ; Fire; ; Darkvision 120ft., PP 12; Ignan; 11; 7200; ; Multiattack. The efreeti makes two scimitar attacks or uses its Hurl Flame twice.<br><br>Scimitar. Melee Weapon Attack: +10 to hit, reach 5 ft., one<br>target. Hit: 13 (2d6 + 6) slashing damage plus 7 (2d6) fire<br>damage.<br><br>Hurl Flame. Ranged Spell Attack: +7 to hit, range 120 ft., one target. Hit: 17 (5d6) fire damage.; ; Elemental Demise. If the efreeti dies, its body disintegrates in a flash of fire and puff of smoke, leaving behind only equipment the efreeti was wearing or carrying.<br><br>Innate Spellcasting. The efreeti's innate spellcasting ability is Charisma (spell save DC 15, +7 to hit with spell attacks). It can innately cast the following spells, requiring no material components:<br>At will: detect magic<br>3/day: enlarge/reduce, tongues<br>1/day each: conjure elemental (fire elemental only), gaseous form, invisibility, major image, plane shift, wall of fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elk; Large beast; unaligned; 10; ; 13; 2d10+2; 50 ft.; 16; 10; 12; 2; 10; 6; ; ; ; ; ; passive Perception 10; ; 1/4; 50; ; Ram. Melee Weapon Attack:+5 to hit, reach 5 ft., one target.<br>Hit: 6 (1d6 + 3) bludgeoning damage.<br>Hooves. Melee Weapon Attack:+5 to hit, reach 5 ft., one prone creature. <br>Hit:8 (2d4 + 3) bludgeoning damage.<br>; ; Charge.If the elk moves at least 20 feet straight toward a target and then hits it with a ram attack on the same turn, the target takes an extra 7 (2d6) damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ettercap; Medium monstrosity; neutral evil; 13; natural armor; 44; 8d8+8; 30 ft., climb 30 ft.; 14; 15; 13; 7; 12; 8; ; Perception +3, Stealth +4, Survival +3; ; ; ; darkvision 60 ft., passive Perception 13; ; 2; 450; ; Multiattack.The ettercap makes two attacks: one with its bite and one with its claws.<br>Bite.Melee Weapon Attack:+4 to hit, reach 5 ft., one creature. <br>Hit:6 (1d8 + 2) piercing damage plus 4 (1d8) poison damage. The target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.<br>Claws.Melee Weapon Attack:+4 to hit, reach 5 ft., one target. <br>Hit:7 (2d4 + 2) slashing damage.<br>Web (Recharge 5-6).Ranged Weapon Attack:+4 to hit, range 30/60 ft., one Large or smaller creature. Hit:The creature is restrained by webbing. As an action, the restrained creature can make a DC 11 Strength check, escaping from the webbing on a success. The effect ends if the webbing is destroyed. The webbing has AC 10, 5 hit points, resistance to bludgeoning damage, and immunity to poison and psychic damage.<br>; ; Spider Climb. The ettercap can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.<br>Web Sense.While in contact with a web, the ettercap knows the exact location of any other creature in contact with the same web.<br>Web Walker.The ettercap ignores movement restrictions caused by webbing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ettin; Large giant; chaotic evil; 12; natural; 85; 10d10+30; 40 ft.; 21; 8; 17; 6; 10; 8; ; Perception +4; ; ; ; Darkvision 60 ft., PP14; Giant, Orc; 4; 1100; ; Multiattack. The ettin makes two attacks: one with its<br>battleaxe and one with its morningstar.<br><br>Battleaxe. Melee Weapon Attack: +7 to hit, reach 5 ft., one<br>target. Hit: 14 (2d8 + 5) slashing damage.<br><br>Morningstar. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.; ; Two Heads. The ettin has advantage on Wisdom (Perception) checks and on saving throws against being blinded, charmed, deafened, frightened, stunned, and knocked unconscious.<br><br>Wakeful. When one of the ettin's heads is asleep, its other head is awake.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Elemental; Large elemental; neutral; 13; ; 102; 12d10+36; 50 ft.; 10; 17; 16; 6; 10; 7; ; ; bludgeoning, piercing, and slashing from nonmagical weapons; fire, poison; exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious; darkvision 60 ft., PP 10; Ignan; 5; 1800; ; Multiattack. The elemental makes two touch attacks.<br><br>Touch. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.; ; Fire Form. The elemental can move through a space as narrow as 1 inch wide without squeezing. A creature that touches the elemental or hits it with a melee attack while within 5 feet of it takes 5 (1d10) fire damage. In addition, the elemental can enter a hostile creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) fire damage and catches fire, until someone takes an action to douse the fire, the creature takes 5 (1d10) fire damage at the<br>start of each of its turns.<br><br>Illumination. The elemental sheds bright light in a 30-foot radius and dim light in an additional 30 feet.<br><br>Water Susceptibility. For every 5 feet the elemental moves in water, or for every gallon of water splashed on it, it takes 1 cold damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frulam Mondath; medium Humanoid; lawful evil; 16; chain mail; 44; 8d8+8; 30 ft.; 14; 10; 13; 11; 18; 15; Wis +6, Cha +4; Deception +4, History +2, Religion +2; ; ; ; passive Perception 14; Common, Draconic, Infernal; 2; 450; ; Multiattack. Frulam attacks twice with her halberd.<br>Halberd. Melee Weapon Attack:+5 to hit, reach 10 ft., one target.<br>Hit: 7 (1d10 + 2) bludgeoning damage.; ; Spellcasting. Frulam is a 5th-level spellcaster that uses Wisdom as her spellcasting ability (spell save DC 14, +6 to hit with spell attacks). Frulam has the following spells prepared from the cleric spell list:<br>Cantrips (at will): light, sacred fla me, thaumaturgy<br>1st level (4 slots): command, cure wounds, healing word, sanctuary<br>2nd level (3 slots): calm emotions, hold person, spiritual weapon<br>3rd level (2 slots): mass healing word, spirit guardians.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gargoyle; Medium elemental; chaotic evil; 15; natural armor; 52; 7d8+12; 30 ft., fly 60 ft.; 15; 11; 16; 6; 11; 7; ; ; bludgeoning, piercing, and slashing from  nonmagical weapons that aren't adamantine; poison; exhaustion, petrified, poisoned; darkvision 60 ft., passive Perception 10; Terran; 2; 450; ; Multiattack. The gargoyle makes two attacks: one with its bite and one with its claws.<br>Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:5 (1d6 + 2) slashing damage.<br>; ; False Appearance. While the gargoyle remains motionless, it is indistinguishable from an inanimate statue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghost; Medium undead; any alignment; 11; ; 45; 10d8; 0 ft., fly 40 ft.; 7; 13; 10; 10; 12; 17; ; ; acid, fire, lightning, thunder, bludgeoning, piercing and slashing from nonmagical weapons; cold, necrotic, poison; charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained; darkvision 60 ft., passive Perception 11; any languages it knew in life; 4; 1100; ; Withering Touch. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 17 (4d6 + 3) necrotic damage.<br>Etherealness. The ghost enters the Ethereal Plane from the Material Plane, or vice versa. It is visible on the Material Plane while it is in the Border Ethereal, and viae versa, yet it can't affect or be affected by anything on the other plane.<br>Horrifying Visage. Each non-undead creature within 60 feet of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. If the save fails by 5 or more, the target also ages 1d4 x 10 years. A frightened target can repeat the saving throw at the end of each of its turns, ending the frightened condition on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to this ghost's Horrifying Visage for the next 24 hours. The aging effect can be reversed with a greater restoration spell, but only within 24 hours of it occurring. <br>Possession (Recharge 6). One humanoid that the ghost can seewithin 5 feet of it must succeed on a DC 13 Charisma saving throw or be possessed by the ghost, the ghost then disappears, and the target is inca pacitated and loses control of its body. The ghost now controls the body but doesn't deprive the target of awareness. The ghost can't be targeted by any attack, spell, or other effect, except ones that turn undead, and it retains its alignment, Intelligence, Wisdom, Charisma, and immunity to being charmed and frightened . It otherwise uses the possessed target's statistics, but doesn't gain access to the target's knowledge, class features, or proficiencies. The possession lasts until the body drops to 0 hit points, the ghost ends it as a bonus action, or the ghost is turned or forced out by an effect li ke the dispel evil and good spell. When the possession ends, the ghost reappears in an unoccupied space within 5 feet of the body. The target is immune to this ghost's Possession for 24 hours after succeeding on the saving throw or after the possession ends.<br>; ; Ethereal Sight. The ghost can see 60 feet into the Ethereal<br>Plane when it is on the Material Plane, and vice versa.<br><br>Incorporeal Movement. The ghost can move through other<br>creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn in side an object.,,,,,,,,,,,,,,,,,,,,,,,
Ghoul; Medium undead; chaotic evil; 12; ; 22; 5d8; 30 ft.; 13; 15; 10; 7; 10; 6; ; ; ; poison; charmed, exhaustion, poisoned; darkvision 60 ft., passive Perception 10; Common; 1; 200; ; Bite. Melee Weapon Attack: +2 to hit, reach 5 ft., one creature. Hit: 9 (2d6 + 2) piercing damage.<br>Claws. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) slashing damage. If the target is a creature other than an elf or undead, it must succeed on a DC 10 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Centipede; Small beast; unaligned; 13; natural armor; 4; 1d6+1; 30 ft., climb 30 ft.; 5; 14; 12; 1; 7; 3; ; ; ; ; ; blindsight 30 ft., passive Perception 8; ; 1/4; 50; ; Bite. Melee Weapon Attack:+4 to hit, reach 5 ft., one creature. <br>Hit:4 (1d4 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or take 10 (3d6) poison damage. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.<br>; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Fire Beetle; small beast; unaligned; 13; natural; 4; 1d6+1; 30 ft.; 8; 10; 12; 1; 7; 3; ; ; ; ; ; blindsight 30 ft., passive Perception 8; --; 0; 10; A giant fire beetle is a nocturnal creature that takes its<br>name from a pair of glowing glands that give off light.<br>Miners and adventurers prize these creatures, for a<br>giant fire beetle's glands continue to shed light for 1d6<br>days after the beetle dies. Giant fire beetles are most<br>commonly found underground and in dark forests.; Bite. Melee Weapon Attack:+ 1 to hit, re ach 5 ft., one target. Hit: 2 (1d6- 1) slashing damage.; ; Illumination. The beetle sheds bright light in a 10-foot radius<br>and dim light for an additional 10 feet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
